"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","34012000","Soap in other forms","LAUNDRY GEL",26058,"Other products","Other products ","Other Imports"
"IMPORT","87089400","Steering wheels, steering columns and steering boxes; parts thereof","STEERING  KNUCKLE",26058,"Other products","Other products ","Other Imports"
"IMPORT","82057000","Vices, clamps and the like","Saddle Clamp",26031,"Other products","Other products ","Other Imports"
"IMPORT","85182100","Single loudspeakers, mounted in their enclosures","JBL BLUETOOTH SPEAKER",26000,"Other products","Other products ","Other Imports"
"IMPORT","90251900","Other","WALL THERMOMETER",25996,"Other products","Other products ","Other Imports"
"IMPORT","94059900","Other","LAMP",25996,"Other products","Other products ","Other Imports"
"IMPORT","34053000","Polishes and similar preparations for coachwork (excl. metal polishes)","SILVER DIP",25984,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","EDI PURE WATER WET WIPES",25896,"Other products","Other products ","Other Imports"
"IMPORT","07049000","Other","WOMBK KG (MORCO)",25895,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKE MASTER",25890,"Other products","Other products ","Other Imports"
"IMPORT","84521000","Sewing machines of the household type","SINGER SEWING MACHINE",25879,"Other products","Other products ","Other Imports"
"IMPORT","84733000","Parts and accessories of the machines of 84.71","NEW PARTS FOR PC",25853,"Other products","Other products ","Other Imports"
"IMPORT","85235100","Solid-state non-volatile storage devices","KINGSTONE NV2 1TB",25781,"Other products","Other products ","Other Imports"
"IMPORT","11081300","Potato starch","POTATO STARCH",25774,"Other products","Other products ","Other Imports"
"IMPORT","84312000","Parts of machinery of 84.27","FORK SLEEVE 1600MM",25758,"Other products","Other products ","Other Imports"
"IMPORT","46029000","Other","LAUNDRY BASKET WITH LID",25739,"Other products","Other products ","Other Imports"
"IMPORT","82119100","Table knives having fixed blades","LAGUIOLE STEAK",25710,"Other products","Other products ","Other Imports"
"IMPORT","85182900","Other","Loud Bluetooth Speaker",25700,"Other products","Other products ","Other Imports"
"IMPORT","33079000","Other","AIR FRESH C 200G",25692,"Other products","Other products ","Other Imports"
"IMPORT","20059900","Other","LENTILS",25680,"Other products","Other products ","Other Imports"
"IMPORT","85011000","Motors of an output not exceeding 37.5 W","BRICK MAKING MACHINE MOTOR",25636,"Other products","Other products ","Other Imports"
"IMPORT","48209000","Other","BOOKS",25570,"Other products","Other products ","Other Imports"
"IMPORT","82052000","Hammers and sledge hammers","HAMMER",25555,"Other products","Other products ","Other Imports"
"IMPORT","48193000","Sacks and bags, having a base of a width of 40cm or more","PAPER BAG",25534,"Other products","Other products ","Other Imports"
"IMPORT","82055900","Other","AUTO BODY REPAIR KIT",25469,"Other products","Other products ","Other Imports"
"IMPORT","20055900","Other","BOND H.ROUGE FACON CHILI 400G",25446,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","BAMBOO SHOOTS",25390,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","NUT BAR",25371,"Other products","Other products ","Other Imports"
"IMPORT","87082900","Other","DOOR TRIM",25353,"Other products","Other products ","Other Imports"
"IMPORT","48194000","Other sacks and bags, including cones","FSC MIX BAG JBO VALUE JUV ASST",25261,"Other products","Other products ","Other Imports"
"IMPORT","94049000","Other","PILLOW",25254,"Other products","Other products ","Other Imports"
"IMPORT","90262000","For measuring or checking pressure","RAIL PRESSURE SENSOR",25226,"Other products","Other products ","Other Imports"
"IMPORT","84501900","Other","SEWING MACHINE",25198,"Other products","Other products ","Other Imports"
"IMPORT","82032000","Pliers (including cutting pliers), pincers,tweezers and similar tools","TWEEZERS",25180,"Other products","Other products ","Other Imports"
"IMPORT","09022000","Other green tea (not fermented)","GREEN TEA",25164,"Other products","Other products ","Other Imports"
"IMPORT","20097900","Other","APPLE JUICE 2L (SPX TRADERS)",25155,"Other products","Other products ","Other Imports"
"IMPORT","95051000","Articles for christmas festivities","CHRISTMAS TREE",25137,"Other products","Other products ","Other Imports"
"IMPORT","85014000","Other AC motors, single-phase","ELECTRIC MACHINE",25123,"Other products","Other products ","Other Imports"
"IMPORT","87082200","Front windscreens (windshields), rear windows and other windows specified in Subheadi","FRONT WINDSCREEN",25093,"Other products","Other products ","Other Imports"
"IMPORT","39259000","Builders' ware of plastics","PVC ANGULAR LINE",25089,"Other products","Other products ","Other Imports"
"IMPORT","21031000","Soya sauce","Soy sauce",25069,"Other products","Other products ","Other Imports"
"IMPORT","85364900","Other","RELAY ASSY",24987,"Other products","Other products ","Other Imports"
"IMPORT","85167900","Other","DISPENSER",24962,"Other products","Other products ","Other Imports"
"IMPORT","85312000","Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes","LCD SCREEN 5.5"" HD SCREEN",24949,"Other products","Other products ","Other Imports"
"IMPORT","84385000","Machinery for the preparation ofmeat or poultry","MEAT MINCER",24904,"Other products","Other products ","Other Imports"
"IMPORT","83030000","Armoured or reinforced safes, strong-boxes and doors and safe ..... of base metal","PIGGY BANK",24887,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","PVC JOINT,CORNER",24886,"Other products","Other products ","Other Imports"
"IMPORT","30051000","Adhesive dressings and other articles having an adhesive layer","ELASTOPLAST/FLEXIBLE FABRICS(DRESSINGS)",24855,"Other products","Other products ","Other Imports"
"IMPORT","20011000","Cucumbers and gherkins","Preserved Pickles",24827,"Other products","Other products ","Other Imports"
"IMPORT","95044000","Playing cards","playing CARD",24816,"Other products","Other products ","Other Imports"
"IMPORT","20054000","Peas (Pisum sativum)","ST ELOI P.POIS EF 1/2 280G",24809,"Other products","Other products ","Other Imports"
"IMPORT","46012900","Other","BABY MAT",24804,"Other products","Other products ","Other Imports"
"IMPORT","69120000","Ceramic tableware... other household articles (excl. porcelain or china)","TEA SET",24788,"Other products","Other products ","Other Imports"
"IMPORT","62023000","Of cotton","WINTER COAT",24781,"Other products","Other products ","Other Imports"
"IMPORT","28048000","Arsenic","HOMEOPATHIC TABLETS",24757,"Other products","Other products ","Other Imports"
"IMPORT","82121000","Razors","GILLETTE BAUME/RASOIR",24656,"Other products","Other products ","Other Imports"
"IMPORT","85131090","Other","flashlight",24611,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","PURSE WOMAN",24605,"Other products","Other products ","Other Imports"
"IMPORT","85124000","Windscreen wipers, defrosters and demisters","WASHING WIPES",24605,"Other products","Other products ","Other Imports"
"IMPORT","85185000","Electric sound amplifier sets","AUDIO",24605,"Other products","Other products ","Other Imports"
"IMPORT","92071000","Keyboard instruments other than accordions","KEYBOARD/ACCESORIES",24605,"Other products","Other products ","Other Imports"
"IMPORT","21011200","Preparations with a basis of extract, essences or concentrates or with a basis of","COFFEE PODS & SACHTELS",24569,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","COCONUT MILK POWDER",24526,"Other products","Other products ","Other Imports"
"IMPORT","20055100","Beans, shelled","CE BIO CANNELLINI BEANS",24506,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","HOMEWARES",24479,"Other products","Other products ","Other Imports"
"IMPORT","85371000","For a voltage not exceeding 1,000 V","ELECTRICAL BOX",24467,"Other products","Other products ","Other Imports"
"IMPORT","56081900","Other","VOLLEY BALL NET",24441,"Other products","Other products ","Other Imports"
"IMPORT","84159000","Parts","COOLER",24419,"Other products","Other products ","Other Imports"
"IMPORT","48236900","Other","DISPOSABLE PAPER PLATE",24396,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","PLASTIC STEEL /PLASTIC ROLLS",24369,"Other products","Other products ","Other Imports"
"IMPORT","85285900","Other","USED: VIDEO MONITOR",24349,"Other products","Other products ","Other Imports"
"IMPORT","95069900","Other","GOGGLES",24272,"Other products","Other products ","Other Imports"
"IMPORT","34011100","For toilet use (including medicated products)","SOAP",24265,"Other products","Other products ","Other Imports"
"IMPORT","67029000","Of other materials","NOEL DECORATIVE CLOTHS FLOWER",24249,"Other products","Other products ","Other Imports"
"IMPORT","82100000","Hand-operated machanical appliances,weighing 10 kg or less, used in the prepn,....","FOOD CHOPPER",24239,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","MIAMI PINK PASSPORT WALLET",24216,"Other products","Other products ","Other Imports"
"IMPORT","22090000","Vinegar and substitutes for vinegar obtained from acetic acid","CHARDONNAY VINERGAR",24201,"Other products","Other products ","Other Imports"
"IMPORT","48236900","Other","COFFEE BOX",24188,"Other products","Other products ","Other Imports"
"IMPORT","32149000","Other","GLAZERS PUTTY, GRAFTING PUTTY",24146,"Other products","Other products ","Other Imports"
"IMPORT","32149000","Other","TILE GLUE",24128,"Other products","Other products ","Other Imports"
"IMPORT","85369000","Other apparatus","AC200MAX ELECTRICAL ACCESSORIES",24128,"Other products","Other products ","Other Imports"
"IMPORT","42050000","Articles of leather or of composition leather, nes","LEATHER TABLE ACCESSORY",24075,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","CRANE SUPPORT",24075,"Other products","Other products ","Other Imports"
"IMPORT","66019100","Having a telescopic sharft","POPULAR ELEMENT WINDPRROF FOLDING ",24001,"Other products","Other products ","Other Imports"
"IMPORT","39219000","Other","CLING WRAP",23998,"Other products","Other products ","Other Imports"
"IMPORT","82052000","Hammers and sledge hammers","HAMMER SLEDGE",23981,"Other products","Other products ","Other Imports"
"IMPORT","84842000","Mechanical seals","MECHANICAL SEALS",23978,"Other products","Other products ","Other Imports"
"IMPORT","85182100","Single loudspeakers, mounted in their enclosures","SOUND SYSTEM",23931,"Other products","Other products ","Other Imports"
"IMPORT","38089900","Other","MOSUITO COIL",23923,"Other products","Other products ","Other Imports"
"IMPORT","20091900","Other","ORANGE JUICE 2L",23921,"Other products","Other products ","Other Imports"
"IMPORT","11022000","Maize (corn) flour","CE BIO ALMOND MEAL 230G",23816,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","CADBURY FAVOURITES",23812,"Other products","Other products ","Other Imports"
"IMPORT","85167900","Other","AIR FRYER",23806,"Other products","Other products ","Other Imports"
"IMPORT","96082000","Felt-tipped and other porous-tipped pens and markers","MARKER PEN",23766,"Other products","Other products ","Other Imports"
"IMPORT","39199000","Other","STRUCTURAL ADHESIVE",23764,"Other products","Other products ","Other Imports"
"IMPORT","07049000","Other","WOMBOK CABBAGE KG",23746,"Other products","Other products ","Other Imports"
"IMPORT","48062000","Greaseproof of papers","BAKING PAPER",23717,"Other products","Other products ","Other Imports"
"IMPORT","84672200","Saws","ELECTRIC CIRCULAR SAW",23655,"Other products","Other products ","Other Imports"
"IMPORT","34023900","Other","DUCK EXTRA POWER",23643,"Other products","Other products ","Other Imports"
"IMPORT","34013000","Organic surface-active","DETERGENT POWDER",23619,"Other products","Other products ","Other Imports"
"IMPORT","21011200","Preparations with a basis of extract, essences or concentrates or with a basis of","3 IN 1 WHITE COFFEE",23595,"Other products","Other products ","Other Imports"
"IMPORT","85123000","Sound signalling equipment","CAR HORN",23585,"Other products","Other products ","Other Imports"
"IMPORT","84743900","Other","TAMPING MACHINE",23525,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","FRONT STRUT SET",23525,"Other products","Other products ","Other Imports"
"IMPORT","84223000","Machinery for filling,closing,sealing,or labeling bottles,cans,bags,...,for aerating","ELECTRIC SEALER",23516,"Other products","Other products ","Other Imports"
"IMPORT","20052000","Potatoes","CANNED POTATO",23449,"Other products","Other products ","Other Imports"
"IMPORT","12019000","Other","SOYA BEANS",23430,"Other products","Other products ","Other Imports"
"IMPORT","12081000","Of soya beans","SOYBEAN",23337,"Other products","Other products ","Other Imports"
"IMPORT","94051100","Designed for use solely  with light-emitting diode  (LED) light sources","LED WORK LAMP",23294,"Other products","Other products ","Other Imports"
"IMPORT","82055900","Other","BEARING SEPERATION",23271,"Other products","Other products ","Other Imports"
"IMPORT","40149090","Other","EAR PLUGS",23266,"Other products","Other products ","Other Imports"
"IMPORT","70099200","Framed","MIRRORS",23263,"Other products","Other products ","Other Imports"
"IMPORT","95062900","Other","OTER WATER SPORT EQUIP",23242,"Other products","Other products ","Other Imports"
"IMPORT","84232000","Scales for continuous weighing of goods on conveyors","SCALES",23187,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKES PADS",23157,"Other products","Other products ","Other Imports"
"IMPORT","48234000","Rolls, sheets and dials, printed for self-recording apparatus","PAPER CUPS",23154,"Other products","Other products ","Other Imports"
"IMPORT","84842000","Mechanical seals","OIL SEAL",23139,"Other products","Other products ","Other Imports"
"IMPORT","85014000","Other AC motors, single-phase","GENESIS OPERGENISIS OPERATOR",23134,"Other products","Other products ","Other Imports"
"IMPORT","20052000","Potatoes","POTATO CHIPS SNACKS",23132,"Other products","Other products ","Other Imports"
"IMPORT","84138100","Pumps","WATER PUMP",23084,"Other products","Other products ","Other Imports"
"IMPORT","96039000","Other","SQUEEGEE WINDOW ALL SET",22925,"Other products","Other products ","Other Imports"
"IMPORT","39249010","Teats","SCOOPER",22836,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","SMART KEY, KEYLESS OPERATION BLAN",22821,"Other products","Other products ","Other Imports"
"IMPORT","20021000","Tomatoes, whole or in pieces","ST ELOI CHAIR TOMATE 1/2 400G",22819,"Other products","Other products ","Other Imports"
"IMPORT","83025000","Hat-racks, hat-pegs, brackets and similar fixtures","IRON BRACKET",22806,"Other products","Other products ","Other Imports"
"IMPORT","20089900","Other","TOFU SNACKS",22789,"Other products","Other products ","Other Imports"
"IMPORT","34029000","Other","DISH CAPS",22757,"Other products","Other products ","Other Imports"
"IMPORT","20029000","Other","CE BIO CHERRY TOMATOES 400G",22739,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","TOASTER",22726,"Other products","Other products ","Other Imports"
"IMPORT","85122000","Other Lighting or visual signalling equipment","HEADLIGHT",22721,"Other products","Other products ","Other Imports"
"IMPORT","09109900","Other","SPICES",22657,"Other products","Other products ","Other Imports"
"IMPORT","84836000","Clutches and shaft couplings  (including universal joints)","UNIVERSAL JOINT",22656,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","SYNEAR BUN",22631,"Other products","Other products ","Other Imports"
"IMPORT","38229000","Other","PREGNANCY TEST STRIPS",22630,"Other products","Other products","Other Imports"
"IMPORT","84819000","Parts","ENVY 2 SOFT CLOSE SEAT NEW PLATINO OUTLET ",22572,"Other products","Other products ","Other Imports"
"IMPORT","87082900","Other","WINDOW ARM",22526,"Other products","Other products ","Other Imports"
"IMPORT","90031900","Of other materials","OTHER MATERIAL FRAME SPECTABLE",22489,"Other products","Other products ","Other Imports"
"IMPORT","84659300","Grinding, sanding or polishing machines","GRINDER",22478,"Other products","Other products ","Other Imports"
"IMPORT","70134900","Other","GLASS CONTAINER",22419,"Other products","Other products ","Other Imports"
"IMPORT","84099100","Suitable for use solely or principally with spark-ignition internal combustion piston","ANODE",22400,"Other products","Other products ","Other Imports"
"IMPORT","84191900","Other","Solar heating provisions",22381,"Other products","Other products ","Other Imports"
"IMPORT","44199000","Other","DISPOSABLE WOODEN FORK AND KNIFE",22346,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","87089300","Clutches and parts thereof","CLUTCH  PUMP",22341,"Other products","Other products ","Other Imports"
"IMPORT","34029000","Other","DECK CLEAN CONCENTRATE",22332,"Other products","Other products ","Other Imports"
"IMPORT","34031900","Other","AUTOFIX GASKET",22271,"Other products","Other products ","Other Imports"
"IMPORT","40070000","Vulcanized rubber thread and cord","ELASTIC",22215,"Other products","Other products ","Other Imports"
"IMPORT","30059000","Other","PATCHES",22170,"Other products","Other products ","Other Imports"
"IMPORT","84626900","Other","OTHER METAL CUTTING MACHINE",22135,"Other products","Other products","Other Imports"
"IMPORT","15121900","Other","LEISEUR TOURNESOL 1PRESS1L CAR",22113,"Other products","Other products ","Other Imports"
"IMPORT","56031200","Weighing more than 25 g/m2 but not more than 70 g/m2","ABOSRBENT OIL PADS",22071,"Other products","Other products ","Other Imports"
"IMPORT","15141900","Other","BOUTON D OR HUILE COLZA 1L",22050,"Other products","Other products ","Other Imports"
"IMPORT","40151900","Other","RUBBER GLOVES",22050,"Other products","Other products ","Other Imports"
"IMPORT","20049000","Other vegetables and mixtures of vegetables","DICED ONIONS WWL",22031,"Other products","Other products ","Other Imports"
"IMPORT","42021100","With outer surface of leather, of composition leather","TRUNK",22017,"Other products","Other products ","Other Imports"
"IMPORT","90153000","Levels","LASER LINE CASTING LEVEL",22016,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","CE BIO PUMPKINS SEEDS 300G",22011,"Other products","Other products ","Other Imports"
"IMPORT","95051000","Articles for christmas festivities","CHRISTMAS HAT",22005,"Other products","Other products ","Other Imports"
"IMPORT","94042900","Of other materials","OTHER  MATTRESS",21999,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","929463 SCE PESTO GENOVESE",21961,"Other products","Other products ","Other Imports"
"IMPORT","40091100","Without fittings","HOSE",21959,"Other products","Other products ","Other Imports"
"IMPORT","57021000","""Kelem"", ""schumacks"",""karamanie"" and other similar hand-woven rugs","RUGS",21958,"Other products","Other products ","Other Imports"
"IMPORT","85182900","Other","SPEAKERS",21952,"Other products","Other products ","Other Imports"
"IMPORT","82090000","Plates, sticks, tips and the like for tools, unmounted, of cermets","DRILL BITS/TIPS",21941,"Other products","Other products ","Other Imports"
"IMPORT","49119100","Pictures, designs and photographs","FRAMED PHOTO",21940,"Other products","Other products ","Other Imports"
"IMPORT","82119200","Other knives having fixed blades","KNIFE BLOCK",21940,"Other products","Other products ","Other Imports"
"IMPORT","84818000","Other appliances","ROCKIBLE SCUBA TANK VALVE SEAT ",21932,"Other products","Other products ","Other Imports"
"IMPORT","90321000","Thermostats","THERMOSTAT OEM",21922,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","AIR FLOW METER",21909,"Other products","Other products ","Other Imports"
"IMPORT","82033000","Metal cutting shears and similar tools","RATCHETING DATA CRIMPER AND STRIPPER",21892,"Other products","Other products ","Other Imports"
"IMPORT","21011200","Preparations with a basis of extract, essences or concentrates or with a basis of","NESCAFE DRINK",21876,"Other products","Other products ","Other Imports"
"IMPORT","56012100","Cotton","COTTON BUDS",21866,"Other products","Other products ","Other Imports"
"IMPORT","21011100","Extracts, essences and concentrates","NESCAFE SELECTION FLACON 200G",21864,"Other products","Other products ","Other Imports"
"IMPORT","85366900","Other","PLUGS AND SOCKETS",21842,"Other products","Other products ","Other Imports"
"IMPORT","94014900","Other","SOFA",21840,"Other products","Other products ","Other Imports"
"IMPORT","82079000","Other Interchangeable tools","JEU DE MATRICES",21821,"Other products","Other products ","Other Imports"
"IMPORT","16056900","Other","MIXED SEAFOOD",21816,"Other products","Other products ","Other Imports"
"IMPORT","69120000","Ceramic tableware... other household articles (excl. porcelain or china)","CLAY CUP",21799,"Other products","Other products ","Other Imports"
"IMPORT","33019000","Other","OLIVE OIL",21773,"Other products","Other products ","Other Imports"
"IMPORT","84839000","Toothed wheels, chains sprockets and other transmission elements presented seperately;","METAL SET CONN ROD STANDARD",21742,"Other products","Other products ","Other Imports"
"IMPORT","96032900","Other","HAIR BRUSHES",21717,"Other products","Other products ","Other Imports"
"IMPORT","84841000","Gaskets and similar joints of metal sheeting combined with other material or of two...","HAED CYLINDER GASKET",21715,"Other products","Other products ","Other Imports"
"IMPORT","40169300","Gaskets, washers and other seals","GASKET",21607,"Other products","Other products ","Other Imports"
"IMPORT","83014000","Other locks","Cylindrical locks (metals)",21592,"Other products","Other products ","Other Imports"
"IMPORT","90303900","Other, with a recording device","KYORITSU KT200",21544,"Other products","Other products ","Other Imports"
"IMPORT","87139000","Other","WHEEL CHAIR",21536,"Other products","Other products ","Other Imports"
"IMPORT","68042200","Of other agglomerated abrasives or of ceramics","GRINDING WHEEL BLADE",21480,"Other products","Other products ","Other Imports"
"IMPORT","20059900","Other","CASSAVE CHIPS",21478,"Other products","Other products ","Other Imports"
"IMPORT","20011000","Cucumbers and gherkins","POLISH DILLS 680G",21460,"Other products","Other products ","Other Imports"
"IMPORT","82029900","Other","BLADE",21432,"Other products","Other products ","Other Imports"
"IMPORT","83113000","Coated rods and cored wire of base metal, for soldering, brazing...","WELDING ROD",21426,"Other products","Other products ","Other Imports"
"IMPORT","82041100","Non-adjustable","SPANNER COMBI 8PC",21411,"Other products","Other products ","Other Imports"
"IMPORT","84433200","Other, capable of connecting to an automatic data processing or to a network...,","PRINTER: INKJET",21397,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","GENKI PLUS SUPPLEMENTS",21360,"Other products","Other products ","Other Imports"
"IMPORT","84659300","Grinding, sanding or polishing machines","ANGLE GRINDER",21342,"Other products","Other products ","Other Imports"
"IMPORT","84099900","Other","remote control assy",21321,"Other products","Other products ","Other Imports"
"IMPORT","39249090","Other","DISPENSER",21297,"Other products","Other products ","Other Imports"
"IMPORT","85182900","Other","VEON PARTY BLUETOOTH SPEAKER",21271,"Other products","Other products ","Other Imports"
"IMPORT","09062000","Crushed or ground","SPICES -CINNAMON GROUND",21267,"Other products","Other products ","Other Imports"
"IMPORT","09101200","Crushed or ground","GINGER GROUND",21267,"Other products","Other products ","Other Imports"
"IMPORT","49090000","Printed or illustrated postcards; printed cards bearing greetings..., with..trimmings","INVITE 16PK MINIONS",21256,"Other products","Other products ","Other Imports"
"IMPORT","21032000","Tomato ketchup and other tomato sauces","MAGGI TOMATO SAUCE",21251,"Other products","Other products ","Other Imports"
"IMPORT","09022000","Other green tea (not fermented)","9333994 HERBAL GREEN TEA",21234,"Other products","Other products ","Other Imports"
"IMPORT","84123900","Other","ACTUATOR",21199,"Other products","Other products ","Other Imports"
"IMPORT","12079900","Other","CHIA SEEDS",21167,"Other products","Other products ","Other Imports"
"IMPORT","68043000","Hand sharpening or polishing stones","SHARPENING STONE",21162,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","STRAINER, SUB-ASSY OIL, WIRE ASSY-STEERING ",21118,"Other products","Other products ","Other Imports"
"IMPORT","82057000","Vices, clamps and the like","BENCH CLAMP",21112,"Other products","Other products ","Other Imports"
"IMPORT","83024200","Other, suitable for furniture","S/STEEL RATHORN",21112,"Other products","Other products ","Other Imports"
"IMPORT","85183000","Headphones & earphones, whether or not combined with a microphone, and sets.....,","EARPHONES",21112,"Other products","Other products ","Other Imports"
"IMPORT","21021000","Active yeasts","YEAST 200G",21087,"Other products","Other products ","Other Imports"
"IMPORT","46029000","Other","BREAD PVC BASKET",21047,"Other products","Other products ","Other Imports"
"IMPORT","70099200","Framed","SIDE DOOR MIRROR",21045,"Other products","Other products ","Other Imports"
"IMPORT","83024900","Other","SLIDING DOOR HANDLE",21045,"Other products","Other products ","Other Imports"
"IMPORT","34023900","Other","DETERGENT",21035,"Other products","Other products ","Other Imports"
"IMPORT","08134000","Other fruit","OTHER FRUIT",21018,"Other products","Other products ","Other Imports"
"IMPORT","90189000","Other instruments and apparatus","KIDNEY DISH",21011,"Other products","Other products ","Other Imports"
"IMPORT","39259000","Builders' ware of plastics","PLASTIC CORNER LINE",20991,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","PLUSH TOY",20991,"Other products","Other products ","Other Imports"
"IMPORT","39269000","Others","MOUNTING BLOCK",20942,"Other products","Other products ","Other Imports"
"IMPORT","12122100","Fit for human consumption","Dried Kelp, seaweed & nori",20915,"Other products","Other products ","Other Imports"
"IMPORT","09041100","Neither crushed nor ground","White Pepper",20861,"Other products","Other products ","Other Imports"
"IMPORT","95069100","Articles and equipment for general physical exercise, gymnastics or athletics","GYM EQUIPMENT",20859,"Other products","Other products ","Other Imports"
"IMPORT","85101000","Shavers","BEARD SHAVER",20847,"Other products","Other products ","Other Imports"
"IMPORT","42022900","Other","VANISHED BAG",20793,"Other products","Other products ","Other Imports"
"IMPORT","40169900","Other","ARM BUSH",20780,"Other products","Other products ","Other Imports"
"IMPORT","08041000","Dates","PITTED DATES 250G-500G",20769,"Other products","Other products ","Other Imports"
"IMPORT","21011100","Extracts, essences and concentrates","933981 SUPREME COFFEE 15G X 500",20727,"Other products","Other products ","Other Imports"
"IMPORT","84798900","Other","HRU RELEASE",20703,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","CASE FOR DJI MINI",20691,"Other products","Other products ","Other Imports"
"IMPORT","35069900","Prepared glues and other prepared adhesives, nes","MOUSE STICKER AND FLY STICKER",20690,"Other products","Other products ","Other Imports"
"IMPORT","20052000","Potatoes","MUNCHER D'PATATA CHIPS",20656,"Other products","Other products ","Other Imports"
"IMPORT","39249090","Other","CLOTHES HANGERS",20630,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","FOOD PRESERATION BOX",20607,"Other products","Other products ","Other Imports"
"IMPORT","09021000","Green tea (not fermented) in immediate packings of a content not exceeding 3kg","TWININGS T VT SIMP PUR 25S 375G",20590,"Other products","Other products ","Other Imports"
"IMPORT","07133300","Kidney beans, including white pea beans (Phaseolus vulgaris)","KIDNEY BEANS",20588,"Other products","Other products ","Other Imports"
"IMPORT","20059900","Other","CANNED GOODS",20562,"Other products","Other products ","Other Imports"
"IMPORT","16051000","Crab","CRAB",20558,"Other products","Other products ","Other Imports"
"IMPORT","20079900","Other","ORS",20556,"Other products","Other products ","Other Imports"
"IMPORT","07092000","Asparagus","ASPARAGUS KG",20515,"Other products","Other products ","Other Imports"
"IMPORT","85299000","Other","SPARE PARTS",20514,"Other products","Other products ","Other Imports"
"IMPORT","32089000","Other","Paint",20513,"Other products","Other products ","Other Imports"
"IMPORT","49029000","Other","SOP PUBLICATIONS",20504,"Other products","Other products ","Other Imports"
"IMPORT","48109900","Other","FSC MIX RWRAP XMAS 3MX990MM",20496,"Other products","Other products ","Other Imports"
"IMPORT","87082900","Other","NUDE BAR FOR HIACE",20453,"Other products","Other products ","Other Imports"
"IMPORT","07123900","Other","DRIED VEGGIES",20435,"Other products","Other products ","Other Imports"
"IMPORT","11029000","Other","CE BIO BUCKWHEAT FLOUR 700G",20412,"Other products","Other products ","Other Imports"
"IMPORT","85123000","Sound signalling equipment","HORN",20389,"Other products","Other products ","Other Imports"
"IMPORT","84099100","Suitable for use solely or principally with spark-ignition internal combustion piston","VALVE CHAMBER",20360,"Other products","Other products ","Other Imports"
"IMPORT","84672200","Saws","JOGSAW / CIRCULAR SAW",20345,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","WOODEN CUTLERYS",20341,"Other products","Other products ","Other Imports"
"IMPORT","44191900","Other","BAMBOO FIBRE PLATES 28CM",20298,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","85094000","Food grinders and mixers; fruit or vegetable juice extractors","PULVERISER",20286,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","GENKI FOOD SUPPLEMENT",20253,"Other products","Other products ","Other Imports"
"IMPORT","38245000","Non-refractory mortars and concretes","Tile glue",20253,"Other products","Other products ","Other Imports"
"IMPORT","87082900","Other","POWER WINDOW REGULATOR",20240,"Other products","Other products ","Other Imports"
"IMPORT","20082000","Pineapples","PINEAPPLE PIECES 150G",20213,"Other products","Other products ","Other Imports"
"IMPORT","93052000","of shotguns or rifles of heading 93.03","AR-15 SERIES MAGAZINE BLACK - SAMPLE",20189,"Other products","Other products ","Other Imports"
"IMPORT","95061900","Other","MOUTH GUARDS",20181,"Other products","Other products ","Other Imports"
"IMPORT","07097000","Spinach, New Zealand spinach and orache spinach (garden spinach)","SPINACH KG",20131,"Other products","Other products ","Other Imports"
