HS.Code,TAR_ALL,TAR_DSC,Principle Exports,Principle ReExports,Principle Imports,Classifications Combined,Unit Qty,Import Duty Rate
58013600,Chenille fabrics,Chenille fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58013700,Warp pile fabrics,Warp pile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58019000,Uncut weft pile fabrics,Uncut weft pile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58021100,Cut corduroy,Cut corduroy,Other products,Other products ,Other Imports,Other products ,KGM,5
58021900,Other weft pile fabrics,Other weft pile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58022000,Chenille fabrics,Chenille fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58023000,Warp pile fabrics,Warp pile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58030000,Of other textiles materials,Of other textiles materials,Other products,Other products ,Other Imports,Other products ,KGM,5
58041000,Unbleached,Unbleached,Other products,Other products ,Other Imports,Other products ,KGM,5
58042100,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
58042900,"Terry towelling and similar woven terry fabrics, of other textile materials","Terry towelling and similar woven terry fabrics, of other textile materials",Other products,Other products ,Other Imports,Other products ,KGM,5
58043000,Tufted textile fabrics,Tufted textile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58050000,"Gauze, other than narrow fabrics of heading 58.06.","Gauze, other than narrow fabrics of heading 58.06.",Other products,Other products ,Other Imports,Other products ,KGM,5
58061000,Tulles and other net fabrics,Tulles and other net fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
58062000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
58063100,Of other textile materials,Of other textile materials,Other products,Other products ,Other Imports,Other products ,KGM,5
58063200,Hand-made lace,Hand-made lace,Other products,Other products ,Other Imports,Other products ,KGM,5
58063900,"Hand-woven tapestries of the type Gobelins, Flandres, etc","Hand-woven tapestries of the type Gobelins, Flandres, etc",Other products,Other products ,Other Imports,Other products ,KGM,5
58064000,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenile,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenile,Other products,Other products ,Other Imports,Other products ,KGM,5
58071000,"Other woven fabrics,containing by weight 5% or > of elastomeric yarn or rubber thread","Other woven fabrics,containing by weight 5% or > of elastomeric yarn or rubber thread",Other products,Other products ,Other Imports,Other products ,KGM,5
58079000,Of cotton,Of cotton,Other products,Other products ,Other Imports,Other products ,KGM,5
58081000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
58089000,Of other textile materials,Of other textile materials,Other products,Other products ,Other Imports,Other products ,KGM,5
58090000,Fabrics consisting of warp whitout weft assembled by means of an adhesive (bolducs),Fabrics consisting of warp whitout weft assembled by means of an adhesive (bolducs),Other products,Other products ,Other Imports,Other products ,KGM,5
58101000,Woven,Woven,Other products,Other products ,Other Imports,Other products ,KGM,5
58109100,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
58109200,Braids in the piece,Braids in the piece,Other products,Other products ,Other Imports,Other products ,KGM,5
58109900,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
58110000,"Woven fabrics of metal thread and woven fabrics of metallized yarn, nes","Woven fabrics of metal thread and woven fabrics of metallized yarn, nes",Other products,Other products ,Other Imports,Other products ,KGM,5
59011000,Embroidery without visible ground,Embroidery without visible ground,Other products,Other products ,Other Imports,Other products ,KGM,5
59019000,Of cotton,Of cotton,Other products,Other products ,Other Imports,Other products ,KGM,5
59021000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
59022000,Of other textile materials,Of other textile materials,Other products,Other products ,Other Imports,Other products ,KGM,5
59029000,Quilted textile products in the piece (excl. embroidery of 58.10),Quilted textile products in the piece (excl. embroidery of 58.10),Other products,Other products ,Other Imports,Other products ,KGM,5
59031000,"Textile fabrics coated with gum or amylaceous substances for books, etc","Textile fabrics coated with gum or amylaceous substances for books, etc",Other products,Other products ,Other Imports,Other products ,KGM,5
59032000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
59039000,Of nylon or other polyamides,Of nylon or other polyamides,Other products,Other products ,Other Imports,Other products ,KGM,5
59041000,Of polyesters,Of polyesters,Other products,Other products ,Other Imports,Other products ,KGM,5
59049000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
59050000,With poly(vinyl chloride),With poly(vinyl chloride),Other products,Other products ,Other Imports,Other products ,KGM,5
59061000,With polyurethane,With polyurethane,Other products,Other products ,Other Imports,Other products ,KGM,5
59069100,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
59069900,Linoleum,Linoleum,Other products,Other products ,Other Imports,Other products ,MTK,5
59070000,Other,Other,Other products,Other products ,Other Imports,Other products ,MTK,5
59080000,Textile wall coverings,Textile wall coverings,Other products,Other products ,Other Imports,Other products ,MTK,5
59090000,Adhesive tape of a width not exceeding 20 cm,Adhesive tape of a width not exceeding 20 cm,Other products,Other products ,Other Imports,Other products ,KGM,5
59100000,Knitted or crocheted,Knitted or crocheted,Other products,Other products ,Other Imports,Other products ,KGM,5
59111000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
59112000,Textile fabrics otherwise impregnated... ; painted canvas...,Textile fabrics otherwise impregnated... ; painted canvas...,Other products,Other products ,Other Imports,Other products ,KGM,5
59113100,"Textile wicks for lamps...; incandescent gas mantles, etc","Textile wicks for lamps...; incandescent gas mantles, etc",Other products,Other products ,Other Imports,Other products ,KGM,5
59113200,"Textile... tubing, with or without lining, etc, of other materials","Textile... tubing, with or without lining, etc, of other materials",Other products,Other products ,Other Imports,Other products ,KGM,5
59114000,"Transmission or conveyor belts or belting, of textile material","Transmission or conveyor belts or belting, of textile material",Other products,Other products ,Other Imports,Other products ,KGM,5
59119000,"Textile fabrics...,combined with rubber,leather or other material..technical","Textile fabrics...,combined with rubber,leather or other material..technical",Other products,Other products ,Other Imports,Other products ,KGM,5
60011000,Bolting cloth whether or not made up,Bolting cloth whether or not made up,Other products,Other products ,Other Imports,Other products ,KGM,5
60012100,Weighting less than 650 g/m2,Weighting less than 650 g/m2,Other products,Other products ,Other Imports,Other products ,KGM,5
60012200,Weighing 650g/m2 or more,Weighing 650g/m2 or more,Other products,Other products ,Other Imports,Other products ,KGM,5
60012900,"Straining cloth of a kind used in oil presses or the like, including that of human...,","Straining cloth of a kind used in oil presses or the like, including that of human...,",Other products,Other products ,Other Imports,Other products ,KGM,5
60019100,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
60019200,Long pile fabrics,Long pile fabrics,Other products,Other products ,Other Imports,Other products ,KGM,5
60019900,Of cotton,Of cotton,Other products,Other products ,Other Imports,Other products ,KGM,5
60024000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
60029000,Of other textile materials,Of other textile materials,Other products,Other products ,Other Imports,Other products ,KGM,5
60031000,Of cotton,Of cotton,Other products,Other products ,Other Imports,Other products ,KGM,5
60032000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
60033000,Of other textile materials,Of other textile materials,Other products,Other products ,Other Imports,Other products ,KGM,5
60034000,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread,Other products,Other products ,Other Imports,Other products ,KGM,5
60039000,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
60041000,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Other Imports,Other products ,KGM,5
60049000,Of cotton,Of cotton,Other products,Other products ,Other Imports,Other products ,KGM,5
60052100,Of synthethic fibres,Of synthethic fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
60052200,Of artificial fibres,Of artificial fibres,Other products,Other products ,Other Imports,Other products ,KGM,5
60052300,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
60052400,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread,Other products,Other products ,Other Imports,Other products ,KGM,5
60053500,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
60053600,Unbleached or bleached,Unbleached or bleached,Other products,Other products ,Other Imports,Other products ,KGM,5
60053700,Dyed,Dyed,Other products,Other products ,Other Imports,Other products ,KGM,5
60053800,Of yarns of different colours,Of yarns of different colours,Other products,Other products ,Other Imports,Other products ,KGM,5
60053900,Printed,Printed,Other products,Other products ,Other Imports,Other products ,KGM,5
60054100,Fabric specified in Subheading Note 1 to this Chapter,Fabric specified in Subheading Note 1 to this Chapter,Other products,Other products ,Other Imports,Other products ,KGM,5
60054200,"Other, unbleached or bleached","Other, unbleached or bleached",Other products,Other products ,Other Imports,Other products ,KGM,5
60054300,"Other, dyed","Other, dyed",Other products,Other products ,Other Imports,Other products ,KGM,5
60054400,"Other, of yarns of different colours","Other, of yarns of different colours",Other products,Other products ,Other Imports,Other products ,KGM,5
60059000,"Other, printed","Other, printed",Other products,Other products ,Other Imports,Other products ,KGM,5
60061000,Unbleached or bleached,Unbleached or bleached,Other products,Other products ,Other Imports,Other products ,KGM,5
60062100,Dyed,Dyed,Other products,Other products ,Other Imports,Other products ,KGM,5
60062200,Of yarns of different colours,Of yarns of different colours,Other products,Other products ,Other Imports,Other products ,KGM,5
60062300,Printed,Printed,Other products,Other products ,Other Imports,Other products ,KGM,5
60062400,Other,Other,Other products,Other products ,Other Imports,Other products ,KGM,5
60063100,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Other Imports,Other products ,KGM,5
60063200,Unbleached or bleached,Unbleached or bleached,Other products,Other products ,Other Imports,Other products ,KGM,5
60063300,Dyed,Dyed,Other products,Other products ,Other Imports,Other products ,KGM,5
60063400,Of yarns of different colours,Of yarns of different colours,Other products,Other products ,Other Imports,Other products ,KGM,5
60064100,Printed,Printed,Other products,Other products ,Other Imports,Other products ,KGM,5
60064200,Unbleached of bleached,Unbleached of bleached,Other products,Other products ,Other Imports,Other products ,KGM,5
60064300,Dyed,Dyed,Other products,Other products ,Other Imports,Other products ,KGM,5
60064400,Of yarns of different colours,Of yarns of different colours,Other products,Other products ,Other Imports,Other products ,KGM,5
60069000,Printed,Printed,Other products,Other products ,Other Imports,Other products ,KGM,5
61012000,Unbleached or bleached,Unbleached or bleached,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,5
61013000,Dyed,Dyed,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,5
61019000,Of yarns of different colours,Of yarns of different colours,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,5
61021000,Printed,Printed,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,5
61022000,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,5
61023000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61029000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61031000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61032200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61032300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61032900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61033100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61033200,Suits,Suits,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61033300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61033900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61034100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61034200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61034300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61034900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61041300,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61041900,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61042200,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61042300,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61042900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61043100,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61043200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61043300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61043900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61044100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61044200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61044300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61044400,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61044900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61045100,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61045200,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61045300,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61045900,Of artificial fibres,Of artificial fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61046100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61046200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61046300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61046900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61051000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61052000,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61059000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61061000,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61062000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61069000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61071100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61071200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61071900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61072100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61072200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61072900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61079100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61079900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61081100,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61081900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61082100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61082200,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61082900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61083100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61083200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61083900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61089100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61089200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61089900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61091010,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61091090,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61099010,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61099090,"T-shirts, singlets and other vests, of cotton, knitted or crocheted",NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
61101100,"Bearing Vanuatu designs,insignia,lettering or motifs applied of printing...","Bearing Vanuatu designs,insignia,lettering or motifs applied of printing...",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,30
61101200,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61101900,"Bearing Vanuatu designs, insignia, letter or motifs applied by printing,screen.....",NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
61102000,"Bearing Vanuatu designs, insignia, letter or motifs applied by printing,screen.....","Bearing Vanuatu designs, insignia, letter or motifs applied by printing,screen.....",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,30
61103000,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61109000,Of wool,Of wool,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61112000,Of Kashmir (cashmere) goats,Of Kashmir (cashmere) goats,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61113000,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61119000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61121100,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61121200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61121900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61122000,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61123100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61123900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61124100,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61124900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61130000,Ski-suits,Ski-suits,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61142000,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61143000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61149000,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61151000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
61152100,"Garments made up of knitted or crocheted fabrics of 59.03, 59.06, 59.07","Garments made up of knitted or crocheted fabrics of 59.03, 59.06, 59.07",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61152200,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61152900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61153000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61159400,"- Graduated compression hosiery ( for example , stockings for varicose veins","- Graduated compression hosiery ( for example , stockings for varicose veins",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61159500,"Of synthetic fibers, measuring per single yarn less than 67 decitex","Of synthetic fibers, measuring per single yarn less than 67 decitex",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61159600,"Of synthetic fibers, measuring per single yarn 67 decitex or more","Of synthetic fibers, measuring per single yarn 67 decitex or more",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61159900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61161000,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","Othr wmen's full-lngth or knee-lngth hsiery, measrng per sngle yrn lss than 67 dectx",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61169100,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61169200,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61169300,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61169900,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61171000,"Impregnated,coated or covered with pastic or rubber","Impregnated,coated or covered with pastic or rubber",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61178000,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
61179000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
62011100,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
62011200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
62011300,"Shawls, scarves, mufflers, mantillas, veils, etc, knitted or crocheted","Shawls, scarves, mufflers, mantillas, veils, etc, knitted or crocheted",Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62011900,Other accessories,Other accessories,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
62019100,Parts,Parts,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,KGM,15
62019200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62019300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62019900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62021100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62021200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62021300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62021900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62029100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62029200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62029300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62029900,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62031100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62031200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62031900,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
